candidate_id,pairing,triage_level,triage_name,cdr_repairs,framework_repairs,total_score,tier1_score,error,flag_sequence_sanity,flag_cysteine_pairing,flag_n_glycosylation,flag_ptm_liability,flag_v_domain_integrity,flag_poly_residue_run,flag_aggregation,flag_charge,flag_humanness,flag_disulfide_pairing,flag_immunogenicity,flag_immunogenicity_observed,flag_tap_cdr_length,flag_tap_psh,flag_tap_ppc,flag_tap_pnc,flag_tap_sfvcsp,model_conf_max,model_conf_mean,vh_germline_identity,tap_total,tap_hydrophobic,tap_positive,tap_negative,tap_sfvcsp,tap_flag_total,tap_flag_hydrophobic,tap_flag_positive,tap_flag_negative,tap_flag_sfvcsp,tap_weight,n_immuno_cdr,n_immuno_framework,n_immuno_observed,immuno_weight,n_predicted_binders,n_dropped_germline,vh_v_gene,vl_v_gene,structure_available,immunogenicity_available
QFO65457_QFO65461,Patent text,2,Rework,1,6,27.22,27.224,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,1.0,45.0,160.445,0.0,0.0,9.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-11*01,IGKV1-39*01,1,1
AZJ55701_AZJ55702,Patent text,3,Immune risk,0,0,20.28,18.277,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,,,0.7755,51.0,145.417,1.372,0.0,3.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV1-69*01,IGKV1-39*01,1,1
AGN05394_AGN05393,Patent text,5,Out of range,0,0,43.77,43.775,,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.7959,,,,,,,,,,,0,1,0,0,0.0,,,IGHV3-30-3*02,IGLV2-11*01,0,1
QPT61267_QPT61271,Patent text,2,Rework,2,7,39.51,37.514,,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,,,0.9592,48.0,203.497,0.0,0.048,-4.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,0,1,0,0.0,,,IGHV3-23*04,IGLV3-25*02,1,1
QNB61443_QNB61406,Patent text,2,Rework,3,6,41.61,41.611,,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,,,0.8454,49.0,159.432,0.156,0.0,8.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,1,0.0,,,IGHV3-66*01,IGKV2-30*01,1,1
QRJ74604_QRJ74588,Patent text,2,Rework,5,6,55.56,51.556,,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,,,0.8776,51.0,212.786,1.309,0.0,-3.6,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,3,1,0,0.0,,,IGHV3-7*01,IGLV3-21*01,1,1
AED79547_AED79525,Patent text,3,Immune risk,0,0,33.89,29.888,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,,,0.91,49.0,160.71,0.0,2.249,-6.0,GREEN,GREEN,GREEN,AMBER,AMBER,4.0,2,1,0,0.0,,,IGHV2-5*02,IGKV1-13*02,1,1
WIS43394_WIS43393,Patent text,5,Out of range,0,0,35.98,27.978,,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,,,1.0,61.0,257.683,0.0,0.0,0.3,AMBER,RED,GREEN,GREEN,GREEN,8.0,0,0,0,0,,,IGHV1-46*01,IGLV7-43*01,1,1
QRK67310_QRK67314,Patent text,2,Rework,3,8,35.18,33.177,,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,,,0.8776,49.0,217.298,1.12,1.419,-0.8,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV3-23*01,IGLV3-1*01,1,1
QPT68137_QPT68144,Patent text,2,Rework,2,8,27.67,27.669,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9082,47.0,189.35,1.117,0.077,1.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV1-2*06,IGLV3-1*01,1,1
QRJ91484_QRJ91510,Patent text,3,Immune risk,0,0,46.12,42.123,,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,,,0.8673,49.0,178.171,0.0,1.75,-6.0,GREEN,GREEN,GREEN,AMBER,AMBER,4.0,3,1,1,0.0,,,IGHV3-23*04,IGKV4-1*01,1,1
AOB91647_AOB91644,Patent text,5,Out of range,0,0,29.13,29.131,,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8163,,,,,,,,,,,0,1,0,0,0.0,,,IGHV3-23*04,IGKV1-39*01,0,1
WIS43812_WIS43811,Patent text,4,Hold,0,0,59.54,55.538,,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,,,0.9286,52.0,210.793,1.324,0.08,1.1,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,1,1,0,0.0,,,IGHV3-23*01,IGLV3-10*01,1,1
QXD47937_QXD47965,Patent text,2,Rework,1,7,34.16,34.157,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9592,50.0,164.943,0.136,1.343,6.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-33*01,IGKV1D-16*01,1,1
XEF76947_XEF77001,Patent text,3,Immune risk,0,0,34.98,34.978,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.8144,52.0,199.957,0.0,0.857,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-66*01,IGLV3-19*01,1,1
WIS43530_WIS43531,Patent text,2,Rework,2,6,43.31,43.314,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8485,49.0,196.553,0.0,0.0,-1.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,0.0,,,IGHV3-9*01,IGKV1-12*01,1,1
UOK24206_UOK24205,Patent text,2,Rework,2,5,26.54,26.545,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8673,47.0,150.769,0.052,0.037,6.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV1-3*01,IGKV1-39*01,1,1
QXD47930_QXD47957,Patent text,2,Rework,1,6,31.83,31.831,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9388,47.0,175.07,0.287,0.044,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-7*01,IGKV1-12*01,1,1
AJN67464_AJN67467,Patent text,3,Immune risk,0,0,22.81,22.814,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.7959,51.0,177.316,0.16,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV1-2*02,IGKV2-28*01,1,1
UCY51525_UCY51528,Patent text,2,Rework,2,6,37.01,35.013,,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,,,0.898,57.0,167.07,0.616,0.0,0.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV3-23*04,IGKV2-28*01,1,1
QFP26064_QFP26068,Patent text,5,Out of range,0,0,34.48,32.476,,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,,0.9592,43.0,181.209,0.0,0.0,12.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV3-21*01,IGKV1-27*01,1,1
QXD47938_QXD47988,Patent text,4,Hold,0,0,48.96,48.962,,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,,,0.949,51.0,178.439,0.0,0.101,-1.8,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-33*01,IGKV3-20*01,1,1
WON51798_WON51802,Patent text,5,Out of range,0,0,54.77,44.773,,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,,,0.7143,61.0,203.429,0.0,9.99,69.42,AMBER,AMBER,GREEN,RED,GREEN,10.0,1,0,0,0.0,,,IGHV3-23*01,IGLV3-25*02,1,1
AJO52606_AJO52576,Patent text,4,Hold,0,0,61.23,55.234,,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,,,0.6837,56.0,162.742,1.202,2.491,-0.0,AMBER,GREEN,AMBER,AMBER,GREEN,6.0,3,0,0,0.0,,,IGHV3-30*02,IGLV3-25*02,1,1
WON35155_WON35152,Patent text,1,Ready,0,5,30.79,30.792,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.8557,54.0,150.833,0.113,0.0,10.71,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-21*08,IGKV1-39*01,1,1
XEF76972_XEF77004,Patent text,4,Hold,0,0,51.16,49.156,,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,,,0.6837,51.0,214.881,0.0,0.0,0.2,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-23*02,IGLV1-51*01,1,1
WFR16760_WFR16813,Patent text,1,Ready,0,5,18.45,16.45,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.8265,42.0,166.341,0.897,0.0,6.3,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV1-46*01,IGKV3-20*01,1,1
QPY69774_QPY69775,Patent text,2,Rework,4,5,39.44,39.443,,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,,,0.9286,49.0,180.468,0.04,0.101,0.22,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,1,0.0,,,IGHV7-4-1*02,IGKV4-1*01,1,1
QRJ91538_QRJ91494,Patent text,2,Rework,3,5,32.78,32.779,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.949,48.0,189.864,0.0,0.187,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV1-18*01,IGLV3-25*02,1,1
QPX83414_QPX83408,Patent text,2,Rework,2,6,37.06,37.059,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8247,54.0,175.307,0.387,0.237,-4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-66*01,IGKV1-5*01,1,1
WIS44534_WIS44533,Patent text,2,Rework,5,7,47.05,45.054,,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.9796,55.0,182.197,0.073,0.0,8.61,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,1,0,0.0,,,IGHV3-74*03,IGKV4-1*01,1,1
QXD47938_QXD47982,Patent text,2,Rework,2,7,33.42,33.423,,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.949,51.0,196.33,0.0,0.1,-1.8,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-33*01,IGKV3-20*01,1,1
WYF29742_WYF29745,Patent text,2,Rework,1,4,33.21,33.21,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8247,45.0,169.125,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV4-4*08,IGKV3-11*01,1,1
XEF10564_XEF10565,Patent text,2,Rework,1,5,38.33,34.331,,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,,,0.8351,51.0,212.981,1.471,0.216,0.0,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,3,0,0,0.0,,,IGHV4-59*01,IGLV3-1*01,1,1
AUF47628_H_AUF47629_L,Patent text,2,Rework,3,5,34.04,34.039,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8163,49.0,170.438,0.0,0.281,3.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,0.0,,,IGHV1-2*02,IGKV1-27*01,1,1
WFJ33976_WFJ33975,Patent text,3,Immune risk,0,0,34.13,34.128,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.8367,46.0,168.474,1.15,1.115,1.9,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-30*01,IGLV3-25*02,1,1
QPY51154_QPY51159,Patent text,1,Ready,0,5,18.6,18.596,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.86,49.0,162.761,0.364,0.0,12.71,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-15*07,IGKV3-15*01,1,1
QFN62620_QFN62621,Patent text,2,Rework,1,7,32.08,30.079,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.9286,43.0,157.703,0.0,0.0,4.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,0,0,0.0,,,IGHV3-23*01,IGKV1-39*01,1,1
UOS92906_UOS92939,Patent text,1,Ready,0,0,22.12,22.118,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,,0.9596,48.0,167.753,1.129,0.0,12.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV4-39*01,IGKV3-20*01,1,1
UCX22885_UCX22890,Patent text,2,Rework,1,7,35.7,33.698,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.8673,42.0,167.292,0.0,0.341,0.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV3-74*01,IGKV3-20*01,1,1
AFC06292_AFC06298,Patent text,2,Rework,3,9,39.45,39.451,,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,,,0.9694,52.0,191.438,0.058,1.58,-3.8,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,0.0,,,IGHV3-30*18,IGLV3-21*02,1,1
AJL99738_AJL99739,Patent text,5,Out of range,0,0,37.01,35.011,,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,,,0.9694,52.0,162.634,1.238,0.132,12.0,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,1,0,0,0.0,,,IGHV3-11*01,IGKV1-17*01,1,1
WQB10191_WQB10217,Patent text,3,Immune risk,0,0,28.37,26.367,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,,,0.8571,45.0,162.419,1.124,0.71,-10.2,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,5,0,0,0.0,,,IGHV1-69*01,IGKV1D-7-1*01,1,1
WIS43966_WIS43965,Patent text,2,Rework,3,8,45.04,41.039,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,,,0.9691,46.0,203.837,1.302,0.0,2.2,GREEN,AMBER,AMBER,GREEN,GREEN,4.0,2,0,0,0.0,,,IGHV3-53*01,IGLV3-19*01,1,1
XEF76983_XEF77000,Patent text,5,Out of range,0,0,58.8,52.802,,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,,,0.8265,52.0,226.815,0.037,1.058,6.0,GREEN,RED,GREEN,GREEN,GREEN,6.0,2,1,0,0.0,,,IGHV3-23*03,IGKV1-12*01,1,1
QCA96599_QCA96597,Patent text,4,Hold,0,0,57.13,57.127,,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,,,0.5408,46.0,138.418,0.0,1.269,1.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-23*03,IGKV1-6*01,1,1
ACW20455_ACW20630,Patent text,3,Immune risk,0,0,26.95,26.946,,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.79,47.0,152.72,0.153,0.0,0.21,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,0,0.0,,,IGHV3-72*01,IGKV6-21*01,1,1
UOS92901_UOS92940,Patent text,1,Ready,0,0,23.08,23.081,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9596,48.0,163.344,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV4-39*01,IGKV3-20*01,1,1
QRK67954_QRK67965,Patent text,2,Rework,2,3,26.18,24.181,,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,,,0.8265,41.0,151.936,0.0,0.0,2.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,2,0,0.0,,,IGHV1-46*01,IGKV1-39*01,1,1
AJN57686_AJN57687,Patent text,5,Out of range,0,0,31.36,31.36,,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,,0.732,,,,,,,,,,,0,0,0,0,0,,,IGHV3-66*01,IGKV6-21*01,0,0
UOS92905_UOS92932,Patent text,1,Ready,0,0,27.34,27.339,,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,,,0.9495,48.0,150.636,0.0,0.0,-3.69,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV4-39*01,IGKV3-20*01,1,1
ADL90521_ADL90611,Patent text,2,Rework,2,5,28.17,28.168,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9082,52.0,180.289,0.101,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV3-33*01,IGKV1-39*01,1,1
AZJ63367_AZJ63368,Patent text,2,Rework,2,4,26.58,26.584,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.93,46.0,161.773,0.516,0.0,30.5,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV3-73*01,IGKV1-17*01,1,1
AZJ92474_AZJ92475,Patent text,2,Rework,4,5,42.78,42.778,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8557,51.0,160.464,0.0,0.819,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV3-66*01,IGKV1-5*01,1,1
WPT34108_WPT34113,Patent text,1,Ready,0,3,19.05,19.049,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0.9592,48.0,154.833,0.12,0.059,9.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV1-69*01,IGKV3-15*01,1,1
QPW85439_QPW85547,Patent text,2,Rework,3,1,31.9,31.901,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0.9897,48.0,167.143,0.688,0.0,5.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV4-4*07,IGLV1-44*01,1,1
AYH67412_AYH67413,Patent text,2,Rework,1,6,25.31,25.308,,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,,,0.949,45.0,169.11,0.0,0.135,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV3-23*01,IGKV1-39*01,1,1
QCA98994_QCA98999,Patent text,2,Rework,1,4,27.49,27.494,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8367,50.0,172.123,0.108,0.149,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,2,0,0.0,,,IGHV1-3*01,IGKV4-1*01,1,1
AYH97992_AYH97996,Patent text,3,Immune risk,0,0,33.9,33.897,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,,,0.7245,49.0,163.435,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV1-2*02,IGKV2-28*01,1,1
WFR17485_WFR17476,Patent text,2,Rework,1,5,24.21,24.207,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8878,47.0,175.022,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,0.0,,,IGHV3-23*03,IGLV3-25*02,1,1
AVC62302_AVC62304,Patent text,2,Rework,1,6,34.16,32.155,,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,,,0.8776,43.0,155.262,0.05,0.11,0.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,0.0,,,IGHV3-48*01,IGKV1D-16*01,1,1
WIO25623_WIO25652,Patent text,2,Rework,1,2,23.32,23.318,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.9592,49.0,184.489,0.045,0.0,4.41,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV1-69*01,IGKV3-20*01,1,1
UOS92925_UOS92933,Patent text,1,Ready,0,6,27.49,27.492,,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,,,0.9388,47.0,155.973,0.112,0.0,3.41,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,0.0,,,IGHV3-23*01,IGKV3-20*01,1,1
WON36038_WON36071,Patent text,3,Immune risk,0,0,29.84,29.837,,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,,,0.8866,50.0,166.379,0.075,0.169,4.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV4-4*08,IGKV3-11*01,1,1
AJL01228_AJL01229,Patent text,2,Rework,2,6,23.4,23.396,,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,,,0.9082,50.0,155.743,0.107,0.0,8.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,1,0.0,,,IGHV3-23*04,IGKV1-39*01,1,1
UCX08233_UCX08235,Patent text,2,Rework,1,6,26.05,26.048,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9796,47.0,183.987,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV3-23*01,IGLV1-44*01,1,1
QYQ63264_QYQ63265,Patent text,3,Immune risk,0,0,38.28,36.278,,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,,,0.5612,51.0,180.475,0.57,0.556,-12.0,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,2,2,0,0.0,,,IGHV3-64*04,IGKV1-5*01,1,1
WFR17449_WFR17494,Patent text,5,Out of range,0,0,24.12,24.119,,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8878,,,,,,,,,,,0,2,0,0,0.0,,,IGHV3-23*03,IGLV3-25*02,0,1
AHD30549_AHD30574,Patent text,2,Rework,2,6,32.15,32.146,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8571,45.0,141.749,0.0,0.239,-3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,0.0,,,IGHV1-18*01,IGKV1-12*01,1,1
AFX11306_AFX11353,Patent text,4,Hold,0,0,49.91,49.906,,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,,,0.6224,50.0,174.915,0.047,0.0,4.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV3-23*01,IGKV1-5*03,1,1
AWT73947_AWT73948,Patent text,2,Rework,1,4,22.86,22.861,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.8469,47.0,159.684,0.0,0.096,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,0.0,,,IGHV1-3*01,IGKV2-30*01,1,1
UCY66767_UCY66769,Patent text,2,Rework,1,6,28.93,28.925,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9082,49.0,156.507,0.0,1.419,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV3-11*01,IGKV1D-7-1*01,1,1
QTW38328_QTW38329,Patent text,2,Rework,1,5,23.36,23.359,,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.898,46.0,144.784,0.206,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,0.0,,,IGHV1-2*02,IGKV1-39*01,1,1
AGO80667_AGO80668,Patent text,3,Immune risk,0,0,32.31,30.306,,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,,,0.9091,48.0,144.665,0.099,0.38,-4.5,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,5,0,2,0.0,,,IGHV3-9*01,IGKV1-27*01,1,1
QRK72486_QRK72503,Patent text,2,Rework,1,3,28.55,28.552,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.8367,49.0,168.844,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,0.0,,,IGHV1-46*01,IGKV3-20*01,1,1
AHD30551_AHD30574,Patent text,3,Immune risk,0,0,34.27,32.267,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,,,0.8571,45.0,147.158,0.0,0.361,-12.0,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,3,1,0,0.0,,,IGHV1-18*01,IGKV1-12*01,1,1
QHX89537_QHX89538,Patent text,2,Rework,3,3,34.92,32.918,,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,,,0.9898,51.0,208.196,1.133,0.0,12.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,0.0,,,IGHV1-3*01,IGLV1-44*01,1,1
QHZ10875_QHZ10879,Patent text,2,Rework,2,2,26.3,24.303,,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,,,0.9604,51.0,220.69,0.609,0.0,8.4,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,1,0,0,0.0,,,IGHV6-1*01,IGKV1-39*01,1,1
UCY67275_UCY67308,Patent text,2,Rework,1,6,29.67,29.673,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0.898,49.0,164.271,0.0,0.354,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV3-23*01,IGKV3-20*01,1,1
ATK57790_ATK57792,Patent text,2,Rework,2,7,35.6,35.596,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.9082,46.0,184.712,1.117,0.657,1.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,0.0,,,IGHV3-23*04,IGLV3-1*01,1,1
AED79536_AED79518,Patent text,1,Ready,0,3,23.45,23.452,,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,,,0.9,49.0,170.637,0.191,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,0.0,,,IGHV2-5*09,IGKV1-12*01,1,1
XEF76237_XEF76255,Patent text,2,Rework,1,3,28.59,28.591,,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,,0.8367,49.0,142.602,0.0,0.0,2.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,1,0,0.0,,,IGHV1-46*01,IGKV3-20*01,1,1
QCA98984_QCA98989,Patent text,2,Rework,1,4,27.23,27.23,,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,,,0.8367,50.0,175.187,0.23,0.694,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,2,0,0.0,,,IGHV1-3*01,IGKV4-1*01,1,1
WVS66473_WVS66581,Patent text,4,Hold,0,0,45.08,45.079,,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,,,0.99,49.0,148.512,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV2-5*02,IGKV3-20*01,1,1
AJM32563_AJM32567,Patent text,2,Rework,1,5,29.16,27.161,,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,,,0.9286,57.0,192.415,0.034,0.623,-3.19,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,0,0,0.0,,,IGHV1-24*01,IGKV2-28*01,1,1
