candidate_id,pairing,verdict,total_score,tier1_score,error,tap_total,tap_hydrophobic,tap_positive,tap_negative,tap_sfvcsp,tap_flag_total,tap_flag_hydrophobic,tap_flag_positive,tap_flag_negative,tap_flag_sfvcsp,tap_weight,n_immuno_cdr,n_immuno_framework,n_immuno_observed,immuno_weight,n_predicted_binders,n_dropped_germline,vh_v_gene,vl_v_gene,structure_available,immunogenicity_available
QYQ63264_QYQ63265,Patent text,NO-GO,43.18,27.178,,51.0,180.475,0.57,0.556,-12.0,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,2,2,0,14.0,,,IGHV3-64*04,IGKV1-5*01,1,1
AFX11306_AFX11353,Patent text,NO-GO,49.81,37.806,,50.0,174.915,0.047,0.0,4.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-23*01,IGKV1-5*03,1,1
AHD30549_AHD30574,Patent text,NO-GO,50.05,33.046,,45.0,141.749,0.0,0.239,-3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,17.0,,,IGHV1-18*01,IGKV1-12*01,1,1
UCY66767_UCY66769,Patent text,NO-GO,49.83,29.825,,49.0,156.507,0.0,1.419,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,20.0,,,IGHV3-11*01,IGKV1D-7-1*01,1,1
AWT73947_AWT73948,Patent text,GO,30.76,23.761,,47.0,158.053,0.0,0.096,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,7.0,,,IGHV1-3*01,IGKV2-30*01,1,1
QTW38328_QTW38329,Patent text,CONDITIONAL,33.26,24.259,,46.0,144.784,0.206,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,2,0,9.0,,,IGHV1-2*02,IGKV1-39*01,1,1
AGO80667_AGO80668,Patent text,NO-GO,64.21,31.206,,48.0,144.665,0.099,0.38,-4.5,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,5,0,2,31.0,,,IGHV3-9*01,IGKV1-27*01,1,1
QRK72486_QRK72503,Patent text,NO-GO,48.45,28.452,,49.0,168.844,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,20.0,,,IGHV1-46*01,IGKV3-20*01,1,1
AHD30551_AHD30574,Patent text,NO-GO,52.17,33.167,,45.0,147.158,0.0,0.361,-12.0,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,3,1,0,17.0,,,IGHV1-18*01,IGKV1-12*01,1,1
QHX89537_QHX89538,Patent text,NO-GO,45.82,33.818,,51.0,208.196,1.133,0.0,12.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV1-3*01,IGLV1-44*01,1,1
QHZ10875_QHZ10879,Patent text,CONDITIONAL,32.2,25.203,,51.0,216.462,0.609,0.0,5.5,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,1,0,0,5.0,,,IGHV6-1*01,IGKV1-39*01,1,1
UCY67275_UCY67308,Patent text,GO,30.57,30.573,,49.0,164.271,0.0,0.354,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV3-23*01,IGKV3-20*01,1,1
ATK57790_ATK57792,Patent text,NO-GO,41.5,36.495,,46.0,184.712,1.117,0.657,1.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-23*04,IGLV3-1*01,1,1
XEF76237_XEF76255,Patent text,NO-GO,50.49,28.491,,49.0,142.602,0.0,0.0,2.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,1,0,22.0,,,IGHV1-46*01,IGKV3-20*01,1,1
AED79536_AED79518,Patent text,CONDITIONAL,36.35,24.352,,49.0,170.637,0.191,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV2-5*09,IGKV1-12*01,1,1
QCA98984_QCA98989,Patent text,CONDITIONAL,32.13,28.13,,50.0,175.187,0.23,0.694,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,2,0,4.0,,,IGHV1-3*01,IGKV4-1*01,1,1
WVS66473_WVS66581,Patent text,CONDITIONAL,37.98,37.979,,49.0,148.512,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,0,0,0,,,IGHV2-5*02,IGKV3-20*01,1,1
AJM32563_AJM32567,Patent text,CONDITIONAL,35.06,28.061,,57.0,192.415,0.034,0.623,-3.19,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,0,0,5.0,,,IGHV1-24*01,IGKV2-28*01,1,1
QHX11169_QHX11165,Patent text,NO-GO,49.49,37.491,,55.0,164.69,0.0,0.0,2.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV4-38-2*02,IGKV2-28*01,1,1
WIS43950_WIS43949,Patent text,NO-GO,46.52,26.52,,54.0,175.501,0.0,0.107,-3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,4,0,0,20.0,,,IGHV3-30*18,IGKV1-33*01,1,1
QXD47936_QXD47985,Patent text,CONDITIONAL,33.96,28.965,,51.0,191.363,0.035,1.344,0.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-33*01,IGKV3-20*01,1,1
XEF82466_XEF82455,Patent text,NO-GO,54.74,35.742,,57.0,192.198,0.008,0.108,0.42,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,1,0,17.0,,,IGHV1-46*01,IGLV2-8*01,1,1
AOH92976_AOH92978,Patent text,NO-GO,61.07,42.066,,56.0,192.557,0.079,1.405,-1.6,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,1,0,17.0,,,IGHV2-70*04,IGKV3-11*01,1,1
UOS92924_UOS92934,Patent text,CONDITIONAL,35.14,25.141,,46.0,169.71,0.013,0.0,2.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-11*01,IGKV3-20*01,1,1
QFN28459_QFN28495,Patent text,NO-GO,74.2,41.195,,55.0,175.247,0.228,0.126,0.2,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,5,3,0,31.0,,,IGHV3-23*01,IGKV1-13*02,1,1
AQN64925_AQN64919,Patent text,NO-GO,55.96,41.96,,47.0,196.142,0.0,2.348,-2.9,GREEN,GREEN,GREEN,AMBER,GREEN,2.0,2,1,0,12.0,,,IGHV3-23*01,IGLV3-1*01,1,1
AYJ11016_AYJ11030,Patent text,NO-GO,42.29,28.288,,55.0,182.12,0.0,0.0,2.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,1,0,12.0,,,IGHV3-21*01,IGLV1-40*02,1,1
AAN22145_AAN22159,Patent text,NO-GO,44.45,32.448,,54.0,189.786,0.0,0.096,6.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV4-30-2*07,IGKV1-39*01,1,1
WOL46669_WOL46686,Patent text,CONDITIONAL,31.72,29.724,,55.0,199.516,0.004,0.0,13.2,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,0,0,0,0,,,IGHV4-31*02,IGKV3-15*01,1,1
WZE43400_WZE43338,Patent text,CONDITIONAL,39.76,27.764,,46.0,191.709,0.0,0.0,-0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-66*01,IGLV3-25*02,1,1
QPT61587_QPT61591,Patent text,NO-GO,46.31,34.315,,53.0,208.15,0.385,0.0,6.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-23*01,IGLV3-1*01,1,1
QTW10553_QTW10554,Patent text,CONDITIONAL,38.02,21.017,,48.0,131.857,0.0,0.589,3.3,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,3,0,0,15.0,,,IGHV1-69*02,IGKV1-12*01,1,1
AGU04978_AGU05010,Patent text,NO-GO,47.07,45.072,,51.0,193.069,0.0,1.315,1.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,0,1,0,2.0,,,IGHV3-9*01,IGLV3-19*01,1,1
QCB71991_QCB72005,Patent text,NO-GO,43.48,31.478,,49.0,130.061,0.085,0.0,8.4,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV1-69*01,IGKV2-30*01,1,1
ATJ75435_ATJ75439,Patent text,NO-GO,46.66,29.663,,47.0,167.345,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,17.0,,,IGHV3-21*01,IGKV1-5*03,1,1
UGP63725_UGP63724,Patent text,NO-GO,63.0,35.003,,48.0,184.352,0.0,4.104,-12.0,GREEN,GREEN,GREEN,RED,AMBER,8.0,4,0,0,20.0,,,IGHV1-46*01,IGKV1-33*01,1,1
XEF76948_XEF77014,Patent text,NO-GO,43.41,28.41,,52.0,172.426,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-66*01,IGKV1-12*01,1,1
WIO25649_WIO25665,Patent text,CONDITIONAL,39.4,32.402,,55.0,180.88,0.0,0.0,6.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,0,0,5.0,,,IGHV3-33*01,IGKV3-15*01,1,1
QHZ72245_QHZ72258,Patent text,NO-GO,43.79,33.792,,46.0,166.641,0.0,0.151,-2.7,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV3-30*03,IGLV1-44*01,1,1
UOL55415_UOL55416,Patent text,NO-GO,42.99,30.99,,54.0,185.842,0.125,0.0,9.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-7*01,IGKV3-15*01,1,1
AUF31459_AUF31460,Patent text,NO-GO,46.82,41.825,,46.0,189.459,0.0,0.0,16.4,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV2-5*01,IGKV2-30*01,1,1
QWX79090_QWX79091,Patent text,NO-GO,63.21,44.214,,47.0,168.706,0.341,0.0,-4.2,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,0,19.0,,,IGHV3-49*04,IGKV1-5*03,1,1
AUE89590_AUE89578,Patent text,NO-GO,45.29,33.288,,51.0,198.84,0.0,0.0,0.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-48*01,IGLV1-47*01,1,1
UOS82304_UOS82299,Patent text,NO-GO,41.41,24.407,,50.0,177.962,1.126,0.0,0.93,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,1,0,17.0,,,IGHV4-4*08,IGLV2-14*02,1,1
WYJ01844_WYJ01846,Patent text,CONDITIONAL,37.55,32.549,,47.0,152.571,0.0,0.0,12.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-33*01,IGKV3-15*01,1,1
AYI33094_AYI33093,Patent text,CONDITIONAL,37.03,25.028,,53.0,194.044,1.798,0.611,12.3,GREEN,GREEN,AMBER,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-48*03,IGKV4-1*01,1,1
AZK02804_AZK02805,Patent text,NO-GO,60.44,46.443,,59.0,193.12,0.344,0.197,10.54,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,1,2,1,12.0,,,IGHV4-4*02,IGKV2-24*01,1,1
AVY90442_AVY90450,Patent text,NO-GO,43.91,36.912,,44.0,168.641,0.197,0.067,9.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,7.0,,,IGHV3-15*01,IGKV1-39*01,1,1
AVY47012_AVY47010,Patent text,GO,28.93,21.932,,49.0,153.365,0.545,0.0,15.6,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,1,0,7.0,,,IGHV1-69*01,IGKV3-15*01,1,1
WIO25631_WIO25657,Patent text,CONDITIONAL,35.6,25.603,,49.0,172.364,0.0,0.0,6.3,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,0,0,10.0,,,IGHV1-69*01,IGKV3-20*01,1,1
AGA47713_AGA47754,Patent text,NO-GO,43.24,29.237,,43.0,143.628,1.299,0.0,5.0,AMBER,GREEN,AMBER,GREEN,GREEN,4.0,2,0,0,10.0,,,IGHV3-23*01,IGKV1-39*01,1,1
AUF53929_AUF53928,Patent text,NO-GO,48.87,32.869,,46.0,142.182,0.0,1.321,-8.0,GREEN,GREEN,GREEN,GREEN,AMBER,2.0,2,2,0,14.0,,,IGHV1-3*01,IGKV1-12*01,1,1
ABY17078_ABY17079,Patent text,NO-GO,51.65,39.655,,55.0,150.473,0.149,0.0,6.3,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-15*01,IGKV2-28*01,1,1
QRM10853_QRM10854,Patent text,NO-GO,44.73,25.727,,44.0,164.036,0.0,0.0,4.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,2,0,19.0,,,IGHV3-21*08,IGKV3-11*01,1,1
UOS75577_UOS75593,Patent text,NO-GO,41.97,29.972,,52.0,178.134,0.236,0.0,15.81,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV3-21*01,IGKV3-20*01,1,1
UOJ63986_UOJ64007,Patent text,NO-GO,44.96,32.961,,52.0,179.347,0.044,0.275,2.31,GREEN,GREEN,GREEN,GREEN,GREEN,0,2,1,0,12.0,,,IGHV5-10-1*01,IGKV3-20*01,1,1
ADF08750_ADF08754,Patent text,NO-GO,53.16,38.157,,45.0,161.331,0.0,0.0,3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV4-34*12,IGKV1-13*02,1,1
XEF76949_XEF77002,Patent text,CONDITIONAL,39.9,24.899,,52.0,196.705,0.0,0.0,3.0,GREEN,GREEN,GREEN,GREEN,GREEN,0,3,0,0,15.0,,,IGHV3-66*01,IGLV3-21*03,1,1
QFO44011_QFO43800,Patent text,NO-GO,42.85,30.852,,55.0,149.313,0.0,0.0,10.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-66*01,IGKV1-39*01,1,1
ACK08525_ACK08482,Patent text,CONDITIONAL,34.48,28.478,,56.0,214.441,0.0,0.093,2.2,AMBER,AMBER,GREEN,GREEN,GREEN,4.0,0,1,0,2.0,,,IGHV1-2*02,IGLV2-14*03,1,1
QRL74890_QRL74891,Patent text,GO,29.69,24.692,,48.0,165.055,0.0,0.311,-2.7,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV3-23*01,IGKV3-20*01,1,1
QNB63453_QNB63467,Patent text,NO-GO,,62.724,,,,,,,,,,,,0.0,3,1,0,17.0,,,IGHV4-34*01,IGLV1-51*01,0,1
AVA89872_AVA89873,Patent text,CONDITIONAL,34.41,29.412,,48.0,166.74,0.0,0.0,6.1,GREEN,GREEN,GREEN,GREEN,GREEN,0,1,0,0,5.0,,,IGHV4-31*02,IGKV3-20*01,1,1
QCA60490_QCA60500,Patent text,NO-GO,48.21,36.206,,52.0,202.508,0.553,0.0,4.0,GREEN,AMBER,GREEN,GREEN,GREEN,2.0,2,0,0,10.0,,,IGHV3-15*07,IGLV1-44*01,1,1
WIO10542_WIO10546,Patent text,NO-GO,49.16,32.163,,43.0,168.246,0.073,0.0,8.0,AMBER,GREEN,GREEN,GREEN,GREEN,2.0,3,0,0,15.0,,,IGHV4-4*08,IGKV1D-7-1*01,1,1
